name,slug,region,location,homepage,status,lat,lng,soundtap_url
Liffey Sound FM,liffeysoundfm,Europe,,,,53.348361,-6.422657,http://soundtap.com/liffeysoundfm/
LSR,lsr,Europe,,,,53.569373,-1.439943,http://soundtap.com/lsr/
M94.5,m945,Europe,,,,48.162211,11.555417,http://soundtap.com/m945/
Max FM,maxfm,Europe,,,,39.9333635,32.8597419,http://soundtap.com/maxfm/
Nerve Radio,nerveradio,Europe,,,,50.900084,-1.403792,http://soundtap.com/nerveradio/
Numayis Radyo,numayisradyo,Europe,,,,41.0082376,28.9783589,http://soundtap.com/numayisradyo/
Orange94,orange94,Europe,,,,48.2403976,16.387124,http://soundtap.com/orange94/
Periszkop Radio,periszkopradio,Europe,,,,46.0727345,18.232266,http://soundtap.com/periszkopradio/
PLUG Radio,plugradio,Europe,,,,48.856614,2.3522219,http://soundtap.com/plugradio/
Pure FM,purefm,Europe,,,,50.903664,-1.397172,http://soundtap.com/purefm/
Radar Radio,radarradio,Europe,,,,51.5073509,-0.1277583,http://soundtap.com/radarradio/
Radio 6023,radio6023,Europe,,,,45.33063,8.421702,http://soundtap.com/radio6023/
Radio Active,radioactive2,Europe,,,,36.9679573,24.7024179,http://soundtap.com/radioactive2/
Radio BLC,radioblc,Europe,,,,44.7755294,17.2149671,http://soundtap.com/radioblc/
Radio Bremen,radiobremen,Europe,,,,53.0792962,8.8016937,http://soundtap.com/radiobremen/
Radio Campus,radiocampus,Europe,,,,47.236388,5.989896,http://soundtap.com/radiocampus/
Radio Campus Lille,radiocampuslille,Europe,,,,50.6207,3.13149,http://soundtap.com/radiocampuslille/
Radio Cardiff,radiocardiff,Europe,,,,51.469542,-3.176292,http://soundtap.com/radiocardiff/
Radio Centraal,radiocentraal,Europe,,,,51.22015,4.396566,http://soundtap.com/radiocentraal/
Radio Dio,radiodio,Europe,,,,45.439695,4.3871779,http://soundtap.com/radiodio/
Radio Hchicha,radiohchicha,Europe,,,,48.856614,2.3522219,http://soundtap.com/radiohchicha/
Radio Nova,radionova,Europe,,,,48.856614,2.3522219,http://soundtap.com/radionova/
Radio Pavia,radiopavia,Europe,,,,45.181481,9.154636,http://soundtap.com/radiopavia/
Radio Scorpio,radioscorpio,Europe,,,,50.885788,4.718027,http://soundtap.com/radioscorpio/
Radio Wivenhoe,radiowivenhoe,Europe,,,,51.851449,1.066013,http://soundtap.com/radiowivenhoe/
Radio110,radio110,Europe,,,,45.070312,7.6868565,http://soundtap.com/radio110/
RadioBue,radiobue,Europe,,,,45.731064,11.548103,http://soundtap.com/radiobue/
RadioCicletta,radiocicletta,Europe,,,,43.7228386,10.4016888,http://soundtap.com/radiocicletta/
RadioEco,radioeco,Europe,,,,43.713907,10.397075,http://soundtap.com/radioeco/
Radiofil,radiofil,Europe,,,,41.0082376,28.9783589,http://soundtap.com/radiofil/
RadioGrenouille,radiogrenouille,Europe,,,,43.296482,5.36978,http://soundtap.com/radiogrenouille/
RadioStadMontfoort,radiostadmontfoort,Europe,,,,52.044632,4.934645,http://soundtap.com/radiostadmontfoort/
Radyo A,radyoa,Europe,,,,39.7667061,30.5256311,http://soundtap.com/radyoa/
Radyo Arkent,radyoarkent,Europe,,,,41.00527,28.97696,http://soundtap.com/radyoarkent/
Radyo Bilkent,radyobilkent,Europe,,,,39.9333635,32.8597419,http://soundtap.com/radyobilkent/
Radyo Bogazici,radyobogazici,Europe,,,,41.0082376,28.9783589,http://soundtap.com/radyobogazici/
Radyo Bozcaada,radyobozcaada,Europe,,,,39.8205136,26.035717,http://soundtap.com/radyobozcaada/
Radyo Dejavu,radyodejavu,Europe,,,,36.8968908,30.7133233,http://soundtap.com/radyodejavu/
Radyo Ege Campus,radyoegecampus,Europe,,,,38.314913,26.637986,http://soundtap.com/radyoegecampus/
Radyo Eko,radyoeko,Europe,,,,38.572679,27.060291,http://soundtap.com/radyoeko/
Radyo Eksen,radyoeksen,Europe,,,,41.114215,29.022435,http://soundtap.com/radyoeksen/
Radyo ILEF,radyoilef,Europe,,,,39.9333635,32.8597419,http://soundtap.com/radyoilef/
Radyo Ki,radyoki,Europe,,,,40.8532704,29.8815203,http://soundtap.com/radyoki/
Radyo Muzik,radyomuzik,Europe,,,,41.0082376,28.9783589,http://soundtap.com/radyomuzik/
Radyo ODTU,radyoodtu,Europe,,,,39.9333635,32.8597419,http://soundtap.com/radyoodtu/
Radyo Trafik,radyotrafik,Europe,,,,41.0082376,28.9783589,http://soundtap.com/radyotrafik/
Radyo Vaveyla,radyovaveyla,Europe,,,,36.8968908,30.7133233,http://soundtap.com/radyovaveyla/
Radyo Vesaire,radyovesaire,Europe,,,,41.0082376,28.9783589,http://soundtap.com/radyovesaire/
RadyoTurk,radyoturk,Europe,,,,52.519171,13.4060912,http://soundtap.com/radyoturk/
RamAir Radio,ramairradio,Europe,,,,53.795984,-1.759398,http://soundtap.com/ramairradio/
RaW,raw,Europe,,,,52.477782,-1.895539,http://soundtap.com/raw/
Reaction Radio,reactionradio,Europe,,,,51.181122,-0.7098,http://soundtap.com/reactionradio/
ResonanceFM,resonancefm,Europe,,,,51.5073509,-0.1277583,http://soundtap.com/resonancefm/
Rinse FM,rinsefm,Europe,,,,51.526587,-0.080542,http://soundtap.com/rinsefm/
Rádio Zero,rdiozero,Europe,,,,38.8673672,-9.2845548,http://soundtap.com/rdiozero/
Sanbaradio,sanbaradio,Europe,,,,46.017285,10.94585,http://soundtap.com/sanbaradio/
Scratch Radio,scratchradio,Europe,,,,52.486243,-1.890401,http://soundtap.com/scratchradio/
Siren FM,sirenfm,Europe,,,,53.268697,-0.527901,http://soundtap.com/sirenfm/
Skywalker-FM,skywalkerfm,Europe,,,,52.5200066,13.404954,http://soundtap.com/skywalkerfm/
Soho Radio,sohoradio,Europe,,,,51.5073509,-0.1277583,http://soundtap.com/sohoradio/
Soundart Radio,soundartradio,Europe,,,,50.7155591,-3.530875,http://soundtap.com/soundartradio/
Surge Radio,surgeradio,Europe,,,,50.934467,-1.397452,http://soundtap.com/surgeradio/
Sweat Lodge Radio,sweatlodgeradio,Europe,,,,52.502671,13.409658,http://soundtap.com/sweatlodgeradio/
TeleportStation,teleportstation,Europe,,,,55.755826,37.6173,http://soundtap.com/teleportstation/
Uni FM,unifm,Europe,,,,36.8968908,30.7133233,http://soundtap.com/unifm/
URN,urn,Europe,,,,52.937971,-1.194317,http://soundtap.com/urn/
URY,ury,Europe,,,,53.9622908,-1.0818995,http://soundtap.com/ury/
World Music Radio,worldmusicradio,Europe,,,,57.209049,9.677583,http://soundtap.com/worldmusicradio/
Worldwide FM,worldwidefm,Europe,,,,51.5073509,-0.1277583,http://soundtap.com/worldwidefm/
Xtreme,xtreme,Europe,,,,51.526817,-3.686598,http://soundtap.com/xtreme/
Radio 90.5fm,radio905fm,Latin America,,,,10.658655,-61.521239,http://soundtap.com/radio905fm/
88Nine,88nine,North America,,,,42.6691681,-87.9155928,http://soundtap.com/88nine/
9th Floor Radio,9thfloorradio,North America,,,,37.8043637,-122.2711137,http://soundtap.com/9thfloorradio/
Aggie Radio,aggieradio,North America,,,,41.761292,-111.847363,http://soundtap.com/aggieradio/
Aims Student Radio,aimsstudentradio,North America,,,,40.573239,-105.087892,http://soundtap.com/aimsstudentradio/
ArtonAir,artonair,North America,,,,40.716386,-74.003278,http://soundtap.com/artonair/
AshevilleFM,ashevillefm,North America,,,,35.5950581,-82.5514869,http://soundtap.com/ashevillefm/
AudioBoxLive,audioboxlive,North America,,,,45.5086699,-73.5539925,http://soundtap.com/audioboxlive/
Babson College Radio,babsoncollegeradio,North America,,,,42.302586,-71.377645,http://soundtap.com/babsoncollegeradio/
Bagel Radio,bagelradio,North America,,,,37.784517,-122.409464,http://soundtap.com/bagelradio/
BearCast Radio,bearcastradio,North America,,,,39.130607,-84.518123,http://soundtap.com/bearcastradio/
Berkeley Liberation Radio,berkeleyliberationradio,North America,,,,37.777089,-122.411701,http://soundtap.com/berkeleyliberationradio/
BFF.fm,bfffm,North America,,,,37.7749295,-122.4194155,http://soundtap.com/bfffm/
Black Squirrel Radio,blacksquirrelradio,North America,,,,41.151483,-81.350927,http://soundtap.com/blacksquirrelradio/
Blue Echo Radio,blueechoradio,North America,,,,35.5950581,-82.5514869,http://soundtap.com/blueechoradio/
Brooklyn Radio,brooklynradio,North America,,,,40.6781784,-73.9441579,http://soundtap.com/brooklynradio/
BSR,bsr,North America,,,,42.181401,-71.069958,http://soundtap.com/bsr/
Bulls Radio,bullsradio,North America,,,,27.981714,-82.446056,http://soundtap.com/bullsradio/
CFBX,cfbx,North America,,,,50.667625,-120.364295,http://soundtap.com/cfbx/
CFRU,cfru,North America,,,,43.530901,-80.226307,http://soundtap.com/cfru/
CFUV,cfuv,North America,,,,48.388742,-123.683145,http://soundtap.com/cfuv/
Chapman Radio,chapmanradio,North America,,,,33.874687,-117.919452,http://soundtap.com/chapmanradio/
CHIRP,chirp,North America,,,,41.798321,-88.074048,http://soundtap.com/chirp/
CHOQ,choq,North America,,,,45.5016889,-73.567256,http://soundtap.com/choq/
CHRW,chrw,North America,,,,43.008558,-81.263498,http://soundtap.com/chrw/
CHUO,chuo,North America,,,,45.4215296,-75.6971931,http://soundtap.com/chuo/
CIBL,cibl,North America,,,,45.5016889,-73.567256,http://soundtap.com/cibl/
CICK,cick,North America,,,,54.782355,-127.1685541,http://soundtap.com/cick/
CISM,cism,North America,,,,45.5016889,-73.567256,http://soundtap.com/cism/
CiTR,citr,North America,,,,49.267384,-123.249948,http://soundtap.com/citr/
CIUT,ciut,North America,,,,43.663936,-79.395114,http://soundtap.com/ciut/
CIXX,cixx,North America,,,,43.013919,-81.200929,http://soundtap.com/cixx/
CJAM,cjam,North America,,,,42.3183446,-83.0342423,http://soundtap.com/cjam/
CJLO,cjlo,North America,,,,45.5016889,-73.567256,http://soundtap.com/cjlo/
CJSF,cjsf,North America,,,,49.279088,-122.920424,http://soundtap.com/cjsf/
CJSW,cjsw,North America,,,,51.078926,-114.130171,http://soundtap.com/cjsw/
CKCU,ckcu,North America,,,,45.403101,-75.725167,http://soundtap.com/ckcu/
CKDU,ckdu,North America,,,,44.646628,-63.574526,http://soundtap.com/ckdu/
CKMS,ckms,North America,,,,43.483083,-80.546151,http://soundtap.com/ckms/
CKUM,ckum,North America,,,,46.0878165,-64.7782313,http://soundtap.com/ckum/
CKUT,ckut,North America,,,,45.5016889,-73.567256,http://soundtap.com/ckut/
CKUW,ckuw,North America,,,,49.8997541,-97.1374937,http://soundtap.com/ckuw/
Clark Radio,clarkradio,North America,,,,42.2625932,-71.8022934,http://soundtap.com/clarkradio/
College Radio,collegeradio,North America,,,,17.963098,-76.894129,http://soundtap.com/collegeradio/
Coyote Radio,coyoteradio,North America,,,,34.1083449,-117.2897652,http://soundtap.com/coyoteradio/
detour MUSIC,detourmusic,North America,,,,35.95315,-83.915659,http://soundtap.com/detourmusic/
dublab,dublab,North America,,,,34.0522342,-118.2436849,http://soundtap.com/dublab/
Eagle Radio,eagleradio,North America,,,,42.368791,-83.355565,http://soundtap.com/eagleradio/
ENMU,enmu,North America,,,,34.178032,-103.346506,http://soundtap.com/enmu/
Fredonia Radio,fredoniaradio,North America,,,,42.438355,-79.309956,http://soundtap.com/fredoniaradio/
Frission Radio,frissionradio,North America,,,,29.5492282,-98.4838995,http://soundtap.com/frissionradio/
G-Town Radio,gtownradio,North America,,,,39.9525839,-75.1652215,http://soundtap.com/gtownradio/
Gashouse Radio,gashouseradio,North America,,,,39.946335,-74.960316,http://soundtap.com/gashouseradio/
Hawk Radio Hilbert,hawkradiohilbert,North America,,,,42.7158927,-78.8294768,http://soundtap.com/hawkradiohilbert/
Hollow Earth Radio,hollowearthradio,North America,,,,47.61306,-122.305421,http://soundtap.com/hollowearthradio/
InfoWars,infowars,North America,,,,30.248271,-97.761664,http://soundtap.com/infowars/
KAFA,kafa,North America,,,,38.842528,-104.863573,http://soundtap.com/kafa/
KALW,kalw,North America,,,,37.720797,-122.407157,http://soundtap.com/kalw/
KALX,kalx,North America,,,,37.870123,-122.257836,http://soundtap.com/kalx/
KAMP,kamp,North America,,,,32.271887,-111.002137,http://soundtap.com/kamp/
KAOR,kaor,North America,,,,42.7794417,-96.9292104,http://soundtap.com/kaor/
KAOS,kaos,North America,,,,47.073404,-122.974234,http://soundtap.com/kaos/
KAOS Radio,kaosradio,North America,,,,30.286364,-97.697162,http://soundtap.com/kaosradio/
KBGA,kbga,North America,,,,46.8787176,-113.996586,http://soundtap.com/kbga/
KBOO,kboo,North America,,,,45.522467,-122.657562,http://soundtap.com/kboo/
KBVR,kbvr,North America,,,,44.563693,-123.276252,http://soundtap.com/kbvr/
KBVU,kbvu,North America,,,,42.6430359,-95.2019399,http://soundtap.com/kbvu/
KCEA,kcea,North America,,,,37.461327,-122.176076,http://soundtap.com/kcea/
KCHUNG Radio,kchungradio,North America,,,,34.050584,-118.245582,http://soundtap.com/kchungradio/
KCOU,kcou,North America,,,,38.939404,-92.326134,http://soundtap.com/kcou/
KCPR,kcpr,North America,,,,35.299286,-120.661463,http://soundtap.com/kcpr/
KCR ,kcr,North America,,,,32.772144,-117.072103,http://soundtap.com/kcr/
KCRH,kcrh,North America,,,,37.639655,-122.105519,http://soundtap.com/kcrh/
KCRW,kcrw,North America,,,,34.0194543,-118.4911912,http://soundtap.com/kcrw/
KCSB,kcsb,North America,,,,34.42,-119.7,http://soundtap.com/kcsb/
KCSF,kcsf,North America,,,,37.7749295,-122.4194155,http://soundtap.com/kcsf/
KCSM,kcsm,North America,,,,37.535519,-122.33593,http://soundtap.com/kcsm/
KCSN,kcsn,North America,,,,34.236488,-118.528152,http://soundtap.com/kcsn/
KCSU,kcsu,North America,,,,40.599982,-105.15637,http://soundtap.com/kcsu/
KDFC,kdfc,North America,,,,37.849094,-122.499736,http://soundtap.com/kdfc/
KDHR,kdhr,North America,,,,33.86085,-118.2342378,http://soundtap.com/kdhr/
KDHX,kdhx,North America,,,,38.6270025,-90.1994042,http://soundtap.com/kdhx/
KDIC,kdic,North America,,,,41.749221,-92.719749,http://soundtap.com/kdic/
KDMC,kdmc,North America,,,,37.3058839,-89.5181476,http://soundtap.com/kdmc/
KDRT,kdrt,North America,,,,38.5449065,-121.7405167,http://soundtap.com/kdrt/
KDVS,kdvs,North America,,,,38.5449065,-121.7405167,http://soundtap.com/kdvs/
KECG,kecg,North America,,,,37.908258,-122.295247,http://soundtap.com/kecg/
KEXP,kexp,North America,,,,47.6062095,-122.3320708,http://soundtap.com/kexp/
KFFP (Freeform Portland),kffpfreeformportland,North America,,,,45.5230622,-122.6764816,http://soundtap.com/kffpfreeformportland/
KFJC,kfjc,North America,,,,37.361224,-122.128452,http://soundtap.com/kfjc/
KGNU,kgnu,North America,,,,40.0149856,-105.2705456,http://soundtap.com/kgnu/
KHDX,khdx,North America,,,,35.0886963,-92.4421011,http://soundtap.com/khdx/
KHSU,khsu,North America,,,,40.875594,-124.081194,http://soundtap.com/khsu/
KIPO,kipo,North America,,,,21.293275,-157.839398,http://soundtap.com/kipo/
KJACK,kjack,North America,,,,35.1982836,-111.651302,http://soundtap.com/kjack/
KJHK,kjhk,North America,,,,38.956794,-95.246324,http://soundtap.com/kjhk/
KKCR,kkcr,North America,,,,22.2033221,-159.4977455,http://soundtap.com/kkcr/
KKFI,kkfi,North America,,,,39.056234,-94.585768,http://soundtap.com/kkfi/
KKUP,kkup,North America,,,,37.3229978,-122.0321823,http://soundtap.com/kkup/
KLBC,klbc,North America,,,,33.768321,-118.1956168,http://soundtap.com/klbc/
KLSU,klsu,North America,,,,30.412894,-91.182354,http://soundtap.com/klsu/
KMET,kmet,North America,,,,39.745284,-105.005854,http://soundtap.com/kmet/
KMRD,kmrd,North America,,,,35.3653705,-105.9699878,http://soundtap.com/kmrd/
KMSC,kmsc,North America,,,,42.474438,-96.35975,http://soundtap.com/kmsc/
KMUD,kmud,North America,,,,40.803377,-124.166438,http://soundtap.com/kmud/
KMUW,kmuw,North America,,,,37.715431,-97.297438,http://soundtap.com/kmuw/
KNDS,knds,North America,,,,46.89165,-96.797504,http://soundtap.com/knds/
KNKR,knkr,North America,,,,20.0859161,-155.7171332,http://soundtap.com/knkr/
KNTU,kntu,North America,,,,33.212116,-97.145863,http://soundtap.com/kntu/
KOOP,koop,North America,,,,30.267153,-97.7430608,http://soundtap.com/koop/
KOTO,koto,North America,,,,37.938883,-107.831175,http://soundtap.com/koto/
KPCC,kpcc,North America,,,,34.137798,-118.148637,http://soundtap.com/kpcc/
KPFA,kpfa,North America,,,,37.8715926,-122.272747,http://soundtap.com/kpfa/
KPFK,kpfk,North America,,,,34.135316,-118.361784,http://soundtap.com/kpfk/
KPFT,kpft,North America,,,,29.743206,-95.386746,http://soundtap.com/kpft/
KPLU,kplu,North America,,,,47.14696,-122.44037,http://soundtap.com/kplu/
KPOO,kpoo,North America,,,,37.78196,-122.43933,http://soundtap.com/kpoo/
KPOV,kpov,North America,,,,44.056293,-121.316168,http://soundtap.com/kpov/
KPSU,kpsu,North America,,,,45.511788,-122.684095,http://soundtap.com/kpsu/
KPVL,kpvl,North America,,,,43.304072,-91.784244,http://soundtap.com/kpvl/
KQAL,kqal,North America,,,,44.045933,-91.644891,http://soundtap.com/kqal/
KQED,kqed,North America,,,,37.7749295,-122.4194155,http://soundtap.com/kqed/
KQNY,kqny,North America,,,,39.935168,-120.929691,http://soundtap.com/kqny/
KRBX,krbx,North America,,,,43.613739,-116.237651,http://soundtap.com/krbx/
KRCC,krcc,North America,,,,38.846596,-104.819303,http://soundtap.com/krcc/
KRCL,krcl,North America,,,,40.770301,-111.94701,http://soundtap.com/krcl/
KRFC,krfc,North America,,,,40.579356,-105.077044,http://soundtap.com/krfc/
KRFH,krfh,North America,,,,40.8665166,-124.0828396,http://soundtap.com/krfh/
KRLX,krlx,North America,,,,44.4613,-93.156052,http://soundtap.com/krlx/
KRNU,krnu,North America,,,,40.806862,-96.681679,http://soundtap.com/krnu/
KROV,krov,North America,,,,39.5137752,-121.556359,http://soundtap.com/krov/
KRSC,krsc,North America,,,,36.3125963,-95.61609,http://soundtap.com/krsc/
KRSQ,krsq,North America,,,,48.1191353,-96.1811473,http://soundtap.com/krsq/
KRTU,krtu,North America,,,,29.464372,-98.482791,http://soundtap.com/krtu/
KRUI,krui,North America,,,,41.663464,-91.537834,http://soundtap.com/krui/
KRUX,krux,North America,,,,32.28752,-106.750457,http://soundtap.com/krux/
KSAU,ksau,North America,,,,31.629346,-94.679099,http://soundtap.com/ksau/
KSBR,ksbr,North America,,,,33.552983,-117.66616,http://soundtap.com/ksbr/
KSCL,kscl,North America,,,,32.480535,-93.731547,http://soundtap.com/kscl/
KSCU,kscu,North America,,,,37.349992,-121.940572,http://soundtap.com/kscu/
KSDP,ksdp,North America,,,,55.316526,-160.521859,http://soundtap.com/ksdp/
KSDT,ksdt,North America,,,,32.873577,-117.237811,http://soundtap.com/ksdt/
KSER,kser,North America,,,,47.98234,-122.206967,http://soundtap.com/kser/
KSFS,ksfs,North America,,,,37.7749295,-122.4194155,http://soundtap.com/ksfs/
KSJD,ksjd,North America,,,,37.351932,-108.443669,http://soundtap.com/ksjd/
KSJS,ksjs,North America,,,,37.3382082,-121.8863286,http://soundtap.com/ksjs/
KSLU,kslu,North America,,,,30.51569,-90.467934,http://soundtap.com/kslu/
KSPC,kspc,North America,,,,34.0966764,-117.7197785,http://soundtap.com/kspc/
KSTO,ksto,North America,,,,44.4582983,-93.161604,http://soundtap.com/ksto/
KSU Owl Radio,ksuowlradio,North America,,,,34.0234337,-84.6154897,http://soundtap.com/ksuowlradio/
KSUA,ksua,North America,,,,64.886118,-147.740787,http://soundtap.com/ksua/
KTAI,ktai,North America,,,,27.523624,-97.879193,http://soundtap.com/ktai/
KTCU,ktcu,North America,,,,32.711273,-97.360307,http://soundtap.com/ktcu/
KTRU,ktru,North America,,,,29.7604267,-95.3698028,http://soundtap.com/ktru/
KTSW,ktsw,North America,,,,29.903306,-97.968482,http://soundtap.com/ktsw/
KTUH,ktuh,North America,,,,21.299053,-157.819708,http://soundtap.com/ktuh/
KUCI,kuci,North America,,,,33.64635,-117.846887,http://soundtap.com/kuci/
KUCR,kucr,North America,,,,33.999677,-117.367523,http://soundtap.com/kucr/
KUIW,kuiw,North America,,,,29.4241219,-98.4936282,http://soundtap.com/kuiw/
KUMD,kumd,North America,,,,46.818672,-92.08432,http://soundtap.com/kumd/
KUNM,kunm,North America,,,,35.0853336,-106.6055534,http://soundtap.com/kunm/
KUNV,kunv,North America,,,,36.007766,-115.006635,http://soundtap.com/kunv/
KUOI,kuoi,North America,,,,46.728498,-117.004054,http://soundtap.com/kuoi/
KUPS,kups,North America,,,,47.2528768,-122.4442906,http://soundtap.com/kups/
KUR,kur,North America,,,,40.603586,-75.495534,http://soundtap.com/kur/
KURE,kure,North America,,,,42.02359,-93.650701,http://soundtap.com/kure/
KUSF,kusf,North America,,,,37.7749295,-122.4194155,http://soundtap.com/kusf/
KUSP,kusp,North America,,,,36.964547,-121.997721,http://soundtap.com/kusp/
KUST,kust,North America,,,,44.995017,-93.453832,http://soundtap.com/kust/
KVMR,kvmr,North America,,,,39.262349,-121.02044,http://soundtap.com/kvmr/
KVNF,kvnf,North America,,,,38.868265,-107.597498,http://soundtap.com/kvnf/
KVNO,kvno,North America,,,,41.258228,-96.009219,http://soundtap.com/kvno/
KVRX,kvrx,North America,,,,30.288894,-97.740513,http://soundtap.com/kvrx/
KVSC,kvsc,North America,,,,45.55236,-94.152557,http://soundtap.com/kvsc/
KWCW,kwcw,North America,,,,46.0645809,-118.3430209,http://soundtap.com/kwcw/
KWLC,kwlc,North America,,,,43.310527,-91.811544,http://soundtap.com/kwlc/
KWMR,kwmr,North America,,,,38.069467,-122.806593,http://soundtap.com/kwmr/
KWSS,kwss,North America,,,,33.45324,-111.926217,http://soundtap.com/kwss/
KWTF,kwtf,North America,,,,38.440429,-122.7140548,http://soundtap.com/kwtf/
KWUR,kwur,North America,,,,38.645885,-90.318726,http://soundtap.com/kwur/
KWVA,kwva,North America,,,,44.044599,-123.074013,http://soundtap.com/kwva/
KWVS,kwvs,North America,,,,34.0050079,-118.8100893,http://soundtap.com/kwvs/
KXLU,kxlu,North America,,,,34.0522342,-118.2436849,http://soundtap.com/kxlu/
KXSF,kxsf2,North America,,,,37.7749295,-122.4194155,http://soundtap.com/kxsf2/
KXUA,kxua,North America,,,,36.062208,-94.164432,http://soundtap.com/kxua/
KXUL,kxul,North America,,,,32.510375,-92.124285,http://soundtap.com/kxul/
KYRS,kyrs,North America,,,,47.658941,-117.41255,http://soundtap.com/kyrs/
KZAP,kzap,North America,,,,38.5815719,-121.4943996,http://soundtap.com/kzap/
KZFR,kzfr,North America,,,,39.728573,-121.839747,http://soundtap.com/kzfr/
KZLX,kzlx,North America,,,,40.352564,-94.884482,http://soundtap.com/kzlx/
KZMU,kzmu,North America,,,,38.546793,-109.517885,http://soundtap.com/kzmu/
KZSC,kzsc,North America,,,,36.9741171,-122.0307963,http://soundtap.com/kzsc/
KZSU,kzsu,North America,,,,37.4418834,-122.1430195,http://soundtap.com/kzsu/
KZUM,kzum,North America,,,,40.81341,-96.707266,http://soundtap.com/kzum/
KZYX,kzyx,North America,,,,39.071875,-123.457122,http://soundtap.com/kzyx/
Lasell Radio,lasellradio,North America,,,,42.34217,-71.243269,http://soundtap.com/lasellradio/
LCCC Radio,lcccradio,North America,,,,41.293872,-82.221939,http://soundtap.com/lcccradio/
Lehman Radio,lehmanradio,North America,,,,40.8447819,-73.8648268,http://soundtap.com/lehmanradio/
Luxuria Music,luxuriamusic,North America,,,,34.0928092,-118.3286614,http://soundtap.com/luxuriamusic/
Massasoit Radio,massasoitradio,North America,,,,42.0834335,-71.0183787,http://soundtap.com/massasoitradio/
Mutiny Radio,mutinyradio,North America,,,,37.7749295,-122.4194155,http://soundtap.com/mutinyradio/
Newtown Radio,newtownradio,North America,,,,40.6781784,-73.9441579,http://soundtap.com/newtownradio/
Norse Code Radio,norsecoderadio,North America,,,,39.032333,-84.463206,http://soundtap.com/norsecoderadio/
NPR,npr,North America,,,,38.903956,-77.008828,http://soundtap.com/npr/
OHIO FM,ohiofm,North America,,,,40.020918,-82.866183,http://soundtap.com/ohiofm/
Osprey Radio,ospreyradio,North America,,,,30.224169,-81.603737,http://soundtap.com/ospreyradio/
Party 934,party934,North America,,,,41.9209018,-73.9612887,http://soundtap.com/party934/
Pirate Radio,pirateradio,North America,,,,43.156304,-77.611724,http://soundtap.com/pirateradio/
PRI,pri,North America,,,,44.981709,-93.27416,http://soundtap.com/pri/
Proton Radio,protonradio,North America,,,,40.7127837,-74.0059413,http://soundtap.com/protonradio/
Radio Caroline,radiocaroline,North America,,,,40.748646,-74.009206,http://soundtap.com/radiocaroline/
Radio DC,radiodc,North America,,,,41.0464858,-73.9495818,http://soundtap.com/radiodc/
Radio Depaul,radiodepaul,North America,,,,41.877512,-87.627227,http://soundtap.com/radiodepaul/
Radio Free Brooklyn,radiofreebrooklyn,North America,,,,40.6781784,-73.9441579,http://soundtap.com/radiofreebrooklyn/
Radio Free Kokomo,radiofreekokomo,North America,,,,40.038896,-85.991466,http://soundtap.com/radiofreekokomo/
Radio Paradise,radioparadise,North America,,,,39.806828,-121.627474,http://soundtap.com/radioparadise/
Radio Phoenix,radiophoenix,North America,,,,33.458155,-112.073994,http://soundtap.com/radiophoenix/
Radio San Juan,radiosanjuan,North America,,,,18.4663338,-66.1057217,http://soundtap.com/radiosanjuan/
Radio UTD,radioutd,North America,,,,32.974669,-96.718087,http://soundtap.com/radioutd/
Radio Valencia,radiovalencia,North America,,,,37.7749295,-122.4194155,http://soundtap.com/radiovalencia/
Radio1190,radio1190,North America,,,,40.005988,-105.272048,http://soundtap.com/radio1190/
RadioK,radiok,North America,,,,44.970222,-93.242447,http://soundtap.com/radiok/
RadioX Nova,radioxnova,North America,,,,26.078793,-80.240039,http://soundtap.com/radioxnova/
Riddle Radio,riddleradio,North America,,,,34.54482,-112.456366,http://soundtap.com/riddleradio/
SCAD Radio,scadradio,North America,,,,32.069436,-81.092934,http://soundtap.com/scadradio/
ScadAtlanta ,scadatlanta,North America,,,,33.7489954,-84.3879824,http://soundtap.com/scadatlanta/
SIUE Web Radio,siuewebradio,North America,,,,38.746597,-90.072788,http://soundtap.com/siuewebradio/
Southern Soul Radio,southernsoulradio,North America,,,,44.4448968,-83.3643122,http://soundtap.com/southernsoulradio/
STAR 96,star96,North America,,,,39.8397733,-89.6624992,http://soundtap.com/star96/
Takoma Radio,takomaradio,North America,,,,38.9778882,-77.0074765,http://soundtap.com/takomaradio/
Tap Detroit,tapdetroit2,North America,,,,42.331427,-83.0457538,http://soundtap.com/tapdetroit2/
The Blaze 1330 AM,theblaze1330am,North America,,,,33.421801,-111.937552,http://soundtap.com/theblaze1330am/
the Core,thecore,North America,,,,40.5214008,-74.4613824,http://soundtap.com/thecore/
the current,thecurrent,North America,,,,44.231153,-95.271198,http://soundtap.com/thecurrent/
The Edge Radio,theedgeradio,North America,,,,37.970659,-87.568925,http://soundtap.com/theedgeradio/
The Galaxy Radio,thegalaxyradio,North America,,,,38.599817,-90.467223,http://soundtap.com/thegalaxyradio/
The LION,thelion,North America,,,,40.796111,-77.862778,http://soundtap.com/thelion/
the Lord of Satire,thelordofsatire,North America,,,,40.7127837,-74.0059413,http://soundtap.com/thelordofsatire/
The Lot Radio,thelotradio,North America,,,,40.6781784,-73.9441579,http://soundtap.com/thelotradio/
The River,theriver,North America,,,,41.272557,-95.801536,http://soundtap.com/theriver/
The Tom Leykis Show,thetomleykisshow,North America,,,,34.132695,-118.35763,http://soundtap.com/thetomleykisshow/
